id,title,identifier,score_all,name,description,onet_competency
259,"Procurement Coordinator, Regional",15-1121.00,0.7660442138925345,Computer Systems Analysts,"CIBC is going thru a transition and revitalizing their corporate culture. It is a dynamic, fast-paced place to work. It provides great opportunities.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
260,Senior Backend Engineer - Data Collection,15-1133.00,0.8850931315534398,"Software Developers, Systems Software","CIBC suck the life out of me for 15 years before unfairly getting rid of me because I got too expensive. Annual salary increases were a joke, $450 per year, $500 per year, ridiculous. No cost of living increase.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
261,"Sales Support Specialist, Customer Engagement and Experience",15-1121.00,0.8295991628082026,Computer Systems Analysts,"The workload is manageable, however, recognition is not as the employee deserves. Employee extra mile is taken for granted, however, some of the team members are very supportive and appreciating support given to them. Management is fair but could do far better for the employees.","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
262,Software Engineer,15-1133.00,0.9163328132774942,"Software Developers, Systems Software","I have learned a lot, manager was quite friendly, scope to learn new stuff, low salary, good working environment, good culture, difficulties in parking in downtown","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
263,Associate Cloud Operations Engineer,15-1121.00,0.7945032825679921,Computer Systems Analysts,"very stressful job.as a customer service representative, I had 11 bosses, all the persons worked there thought they are my boss. low salary with lots of stress","['Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
264,Control System Engineer,15-1121.00,0.8668028910926984,Computer Systems Analysts,"The people are welcoming, friendly, and quirky and make you feel good about your decision to join their team. However, the training is completely lacking, there is no communication between management roles or with their team. Scheduling is disorganized, wages are extremely low for the volume, expectations, and overwhelming nature of the CSR role.Tellers are overworked, underpaid, and largely forgotten about. Clients are upset with wait times and take it out on staff constantly. CIBC is old school and refuses to update its technology, and this has made the work environment slow and unable to keep up with the demand as well. It's a shame, because there are such great people there.","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.', 'Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.']"
265,Embedded R&D Engineer,15-1133.00,0.818777631862361,"Software Developers, Systems Software",I enjoyed working at CIBC it was a very nice environment. My manager and all who worked with me where very kind and patient. I was sad to move on to my next job.,"['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
266,Sr. Network Engineer,15-1133.00,0.7901080148839978,"Software Developers, Systems Software",There is basically no interaction between team members other than the long and mostly useless meetings. On the upside the environment is relatively stress free.,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
267,Mine Planning Engineer,15-1199.02,0.8007356831936462,Computer Systems Engineers/Architects,Good career options. Good internal growth with lots of internal courses available to train and get better. Demanding work environment but good career mentors who will nurture and grow your talent.,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
268,SURVEYORS,15-1199.02,0.6875115841790952,Computer Systems Engineers/Architects,My days at work is always fun filled. I always look forward to assist my clients with their banking need. My clientele varies from seniors clients to business clients. I learn each day as i go along about different investments and other ways of doing stuff. There is no hard part to my job and enjoy everyday serving my clients and being a team player.,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
269,Data Storage and Protection Consultant,15-1199.07,0.8548807434372347,Data Warehousing Specialists,Focus on delivering innovative solutions to our clients in a radically simple fashion (radically simple when possible). Highly engaged workforce Talented executive team that has engaged its workforce in pursuit of service to our clients Competitive compensation and benefits packages,"['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
270,Data Engineer,15-1199.07,0.8888390148486569,Data Warehousing Specialists,"Fun workplace and depending on the team, great teamwork and job stability. Benefits are interesting however when you want to grow in the company there's a lot of favoritism.","['Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
271,Software Engineer,15-1133.00,0.9163328132774942,"Software Developers, Systems Software","The Good:
Benefits, defined benefit pension as part of salary package. Good work life balance.
The Bad:
Technology and workspaces dated and behind most other large institutions.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.']"
272,New Grad Engineers/Scientists,19-1029.01,0.7291944513328721,Bioinformatics Scientists,"There's a lot of moving parts here at CIBC and that's not a bad thing. There's a lot of opportunities to network and meet the people working around you, however there's also a lot of waiting around for approval. If That doesn't sound like your place, then CIBC is not for you.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
273,Software Development Engineer in Test,15-1133.00,0.8977925018562842,"Software Developers, Systems Software","CIBC is changing their culture. They are trying to be advice based and really getting to clients goals. It’s a tough job and people should only apply if they really want to be challenged. Great vacation time, salary is decent. They will help with career advancement and growth. Compared to other financial institutions that I have friends and family working at, I think CIBC is the best!","['Work Values | Recognition | Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
274,Data Software Engineer - FIFA (temporary),15-1199.07,0.9037121591437796,Data Warehousing Specialists,"Great place to grow and develop as a young professional; works with very notable, high profile, and reputable Canadian clients . Very team-oriented culture. Management open and very approachable — both with respect to day-to-day operations and with to long-term growth initiatives.","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
275,Civil/Municipal Drainage Engineer,15-1199.02,0.7535106791904209,Computer Systems Engineers/Architects,CIBC is a standard issue corporate banking ladder. Opportunities for advancement if you want them. Company moves at a glacial pace when trying to implement new ideas.,"['Work Values | Recognition | Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.']"
276,Supply Chain Engineer,15-1199.07,0.7663708965085063,Data Warehousing Specialists,"The department is well structured and the managament focuses on training its employees in latest analytical tools.
Adequate opportunity is provided for all the employees to exhibit their skills to the management","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.']"
277,Software Development Engineer Intern - Summer 2020 (Canada),15-1121.00,0.833480641487063,Computer Systems Analysts,"Manager encouraged me to improve my skills by taking courses.
Friendy coworkers
Encouraged to speak my mind and offer ideas
Good work-life balance
Opportunities for growth and advancement within the company","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.']"
278,Lead Software Development Engineer,15-1121.00,0.8626896975288915,Computer Systems Analysts,"Hardest part of the job is working to resolve customer issues with various departments. Customer only knows who you are, but their issue will need involvement of various departments. Sometimes it's hard to know who/where to contact to begin. Calling support might not be the best options as the agents might give you to wrong place to contact.","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
279,Nanofabrication Engineer,15-2021.00,0.7454575118392882,Mathematicians,"Normal timings 9 - 5, learnt that they are still behind other banks
worst management and toxic work culture. Hardest part is managing politics, Most enjoyable part is work perks","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
280,Growth Engineer,15-1121.00,0.7666883888302053,Computer Systems Analysts,It is a high pressure sales job. The environmental is stressful and management is very biased. Agents are encouraged to spend very little time and effort helping anyone who is unlikely to apply for a credit product.,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.']"
281,Control System Engineer,15-1121.00,0.8668028910926984,Computer Systems Analysts,"The employees are very fun to work with, and very focused on their tasks at the same time.

A typical day at work will be taking phone-calls all day and ensuring customer satisfaction.

Management lacks flexibility.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.']"
282,Embedded R&D Engineer,15-1133.00,0.818777631862361,"Software Developers, Systems Software","Happy to be a part of this great organization. It helps you realize your full potential, all my managers have been completely supportive in all my actions","['Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
283,Sr. Network Engineer,15-1133.00,0.7901080148839978,"Software Developers, Systems Software","its good work culture
diverse employees
lots of scope for advancement
cooperative team
lots of elearning
formal environment
lots of training
lots of learning","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
284,Mine Planning Engineer,15-1199.02,0.8007356831936462,Computer Systems Engineers/Architects,"Its a very nice place to start your career, its fun and a good learning experience, all your co workers are very helpful and its a very nice experience.","['Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
285,SURVEYORS,15-1199.02,0.6875115841790952,Computer Systems Engineers/Architects,"Fast Paced environment, Good work life balance and my boss is a really nice person so it makes the fast paced environment easier for me to work in....","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
286,Data Storage and Protection Consultant,15-1199.07,0.8548807434372347,Data Warehousing Specialists,Your experience will be different depending on your role. Each branch is run differently depending on the management. I've always had really cool co workers to work with. They just implemented a paid purpose day that you can use for anything that you want.,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
287,Data Engineer,15-1199.07,0.8888390148486569,Data Warehousing Specialists,No Incentives and very less pay. Sales pressure is high and constant threat on job. Management is worst and dosen't care about the employees. All they care is Sales and Backstabbing is common here and coworkers are your biggest enemies sponsored by Managers. Divide and Rule policy. Dont work here unless you wanna get screwed up in your career.,"['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
288,Information Systems Software Programmer and Test Engineer,15-1133.00,0.9454168675486618,"Software Developers, Systems Software",The role is pretty straightforward. Other experiences tellers are willing to assist and help when they can. Most customers were regulars and was able to build relationships and rapport with new people on a regular basis.,"['Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
289,Data Analyst,13-2099.01,0.8557967744918021,Financial Quantitative Analysts,"It is a nice place to work but too crowd and there is not enough sit for the worker, the management style is pretty friendly, the hierarchi is flat across the company","['Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
290,Business Intelligence Analyst,15-1199.08,0.8892696319727472,Business Intelligence Analysts,"Great place to grow and develop as a young professional; works with very notable, high profile, and reputable Canadian clients . Very team-oriented culture. Management open and very approachable — both with respect to day-to-day operations and with to long-term growth initiatives.","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
291,Business Process Analyst,15-1121.00,0.8947342683231394,Computer Systems Analysts,"Really enjoyed my stay at CIBC... My colleagues were very helpful, my bosses were fantastic and supportive... Culture is great... worked on some awesome challenging projects... very rewarding","['Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Recognition | Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
292,Business Intelligence Analyst,15-1199.08,0.8663985408978038,Business Intelligence Analysts,"Local management in my area is great, but senior management is out of touch. Here are some pros and cons.

Cons:
- lower pay than other banks
- there is an attitude at all levels of the bank to ""get lost of you don't like it here""
- external hires are always paid more than existing staff
- EXTREMELY glitchy, poorly designed and antiquated computer systems
- terrible business banking team and products (dead-last among Canadian Banks)
- constant cuts to ""non-productive"" support/service roles with tellers and associate/assistants
- lack of tenured/knowledgeable staff
- constant ""gaming"" by sales staff to inflate their sales numbers (no one is measured by the same standards)
- poor culture that promotes mediocrity and underpays the most talented staff (this is done in a number of ways, primarily bonuses, pay structure and incentive programs)
- fewer and fewer teller hours are available (many branches frequently operate with a single teller and no lunch coverage)
- lots of inefficiencies with internal systems (for example, mortgage assumptions are done on PAPER and MAILED to head office, all RIFF GIC renewals are done via a manual form that gets processed several days later by the back office, mortgage documents are printed and assembled manually by the lender often taking 30+ minutes, the only way to inquire about a transaction is to order the original paper receipt, among other things).
- employees are not valued and are treated like they are expendable (because they are)
- client statements are not consolidated in one place (you may have to go to 3-4 different programs - more...","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
293,Business Analyst,15-1199.08,0.8837708499339001,Business Intelligence Analysts,Very supportive working environment. Casual atmosphere with colleague and management support. There is alot of room for career advancement throughout the various financial banking channels.,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.']"
294,Business Analyst / Developer,15-1199.08,0.8660952327620955,Business Intelligence Analysts,"CIBC is a great brand and they genuinely want to do well with their employees which is evident in the amount of time they invest in people initiatives, however, the core of the problem at CIBC is their concept of developing future leaders through ""franchise players"" which moves VPs around to manage different areas of the enterprise to provide them with well-rounded experiences. This is well and good if you are the franchise player, but if you happen to be the unlucky team that gets one of these leaders who has no prior experience in your area it can be demoralizing and an exercise in frustration.

Our franchise player was clueless about the innerworkings of our group and so what ended up happening is the function took two steps back in its evolution because she invariably wanted to implement process changes that might have seemed reasonable to the casual observer but simply not practical if you really knew your stuff, but of course we had to smile and carry-on. Another drawback of having one of these leaders is they are susceptible to brown-nosing and shiny objects. This took shape in the poorer performers on the team immediately trying to curry favor with her by sucking up, saying and doing exactly what she wanted and presenting shiny objects that in reality added little value. Unfortunately this tactic worked and much to our chagrin these poorer performers began to get increased exposure (I should note that one of them was recently laid-off in their cost-cutting sweep).

I had a very good career at CIBC and I was paid well so I'm not a disgruntled employee by any - more...","['Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Recognition | Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.']"
295,Calabrio Data and Reporting Analyst,15-1199.08,0.9208114661046992,Business Intelligence Analysts,"Great place to grow and develop as a young professional; works with very notable, high profile, and reputable Canadian clients . Very team-oriented culture. Management open and very approachable — both with respect to day-to-day operations and with to long-term growth initiatives.","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
296,Research Analyst,13-2099.01,0.9263443776381032,Financial Quantitative Analysts,"You gotta be able to see the positive in it. Else you’ll have very loong days! I mean it’s a call Center after all, but the management makes all the difference. So long as your not there to sit and look nice.","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
297,Data Analyst - Summer 2020 Co-op,15-1121.00,0.8224492387349426,Computer Systems Analysts,when the bank is in need of revenue they will push on sales which becomes stressful but nowadays customer satisfaction is what this bank is looking for and they go up to do whatever can be done to make a customer happy,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
298,Data Analyst,15-1199.08,0.8598166624904238,Business Intelligence Analysts,"I worked for CIBC for 12 years they decided to downsize and I lost my job. I worked hard and was not paid a living wage, and was always worried I would lose my job at anytime.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
299,Data Analyst,13-2099.01,0.8316788425464411,Financial Quantitative Analysts,An applicant needs to be tough on this kind of job. stressful as you dont see your client face to face. work accommodation is good thou. I have nothing to say anymore,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
300,Data Analyst,15-1199.08,0.8493325524780241,Business Intelligence Analysts,"Work place provided no fixed seating, it was a first-come / first-served environment. So, get in early. It was clean and staff were supported with sufficient meeting rooms and technology.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
301,Research and Reporting Analyst,13-2099.01,0.9207660609213076,Financial Quantitative Analysts,"worked for 31 years, a fast pace company that lets you strive for excellent and career advancements. Cibc employees are like a big family. The sky is the limit with your career advancements.","['Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
302,Data Analyst,13-2099.01,0.8433437517397279,Financial Quantitative Analysts,After 11 years it seemed i was just anothe rnumber at the end of the day. Benefits are good and theres potential to move up but the talent management is sub par and they're seemingly only interested in hitting targets no matter how you get there.,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
303,Business Analyst,15-1199.08,0.899663524497302,Business Intelligence Analysts,Can be stressful and overwhelming but if you have a good group of csr's and fsr's to back you up then you'll be ok. There's a lot to learn and you will make lots of mistakes at first but if you keep trying things will go smoother.,"['Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
